name,authorUri,publicationUri,title,keywords
Luis Fabián Martínez López,http://ucuenca.edu.ec/resource/author/luis-fabián-martínez-lópez,http://ucuenca.edu.ec/wkhuska/publication/note-on-the-reciprocity-in-the-aggregation-of-fuzzy-preference-relations-using-owa,A note on the reciprocity in the aggregation of fuzzy preference relations using OWA operators.,"Decision Making, Decision Models, Fuzzy Preference Relation, Fuzzy Set, Model Integration, owa operator"
"Montero Tepán, Susana",http://ucuenca.edu.ec/resource/author/susana-montero-tepán,http://ucuenca.edu.ec/wkhuska/publication/generation-of-personalized-web-courses-using,Generation of Personalized Web Courses Using RBAC.,"Complex Structure, Role Based Access Control"
"Astudillo Granda, Hernán",http://ucuenca.edu.ec/resource/author/hernán-astudillo-granda,http://ucuenca.edu.ec/wkhuska/publication/semantic-aided-interactive-identification-of-reusable-nfr-knowledge,Semantic-Aided Interactive Identification of Reusable NFR Knowledge Fragments.,"Faceted Search, Non-functional Requirement, Software Architecture"
"Andaluz, Víctor",http://ucuenca.edu.ec/resource/author/víctor-andaluz,http://ucuenca.edu.ec/wkhuska/publication/switching-control-signal-for-bilateral-tele-operation-of-mobile,Switching control signal for bilateral tele-operation of a mobile manipulator.,"Force Feedback, Haptic Device, Mobile Communication, Mobile Manipulator, Obstacle Avoidance, Robot Arm, Switching Control"
Carolina Julia Chang Ajoy Chong,http://ucuenca.edu.ec/resource/author/carolina-julia-chang-ajoy-chong,http://ucuenca.edu.ec/wkhuska/publication/improving-hallway-navigation-in-mobile-robots-with-sensor,Improving Hallway Navigation in Mobile Robots with Sensor Habituation.,"Adaptive Behavior, Associative Learning, Computer Model, Mobile Robot, Neural System, Perforation, Robot Learning, Robot Navigation, Unsupervised Neural Network"
"Andrade, Víctor",http://ucuenca.edu.ec/resource/author/victor-andrade,http://ucuenca.edu.ec/wkhuska/publication/super-persistent-chaotic-transients-in-physical-effect-of-noise-on-phase-synchronization-of-coupled-chaotic,Super Persistent Chaotic Transients in Physical Systems: Effect of noise on phase Synchronization of Coupled Chaotic oscillators.,"Oscillations, Phase Synchronization"
"Acosta López, Oscar Alejandro",http://ucuenca.edu.ec/resource/author/oscar-alejandro-acosta-lópez,http://ucuenca.edu.ec/wkhuska/publication/3d-shape-context-surface-registration-for-cortical,3D shape context surface registration for cortical mapping.,"Deformable Registration, hausdorff distance, Mean Curvature, Neurodegenerative Disease, Scale Invariance, Structure and Function"
"Fernández, Paula",http://ucuenca.edu.ec/resource/author/paula-fernández,http://ucuenca.edu.ec/wkhuska/publication/analysis-of-type-error-rates-of-univariate-and-multivariate-procedures-in-repeated-measures,Analysis of Type I Error Rates of Univariate and Multivariate Procedures in Repeated Measures Designs.,"Condition Assessment, Interaction Effect, Mixed Model, Multivariate Statistics, Repeated Measures, Robust Estimator, Type I Error"
"Astudillo Granda, Hernán",http://ucuenca.edu.ec/resource/author/hernán-astudillo-granda,http://ucuenca.edu.ec/wkhuska/publication/querying-software-interdependence,Querying Software Interdependence Graphs.,"Non-functional Requirement, Perfect Match"
"Astudillo Granda, Hernán",http://ucuenca.edu.ec/resource/author/hernán-astudillo-granda,http://ucuenca.edu.ec/wkhuska/publication/self-adaptive-fuzzy-qos-driven-web-service,Self-Adaptive Fuzzy QoS-Driven Web Service Discovery.,"Dynamic Environment, Fuzzy Logic, Fuzzy Model, Fuzzy Set, Non-functional Requirement, Quality of Service, Time Factor, Web Service, Web Service Discovery"
"Villavicencio, Fernando",http://ucuenca.edu.ec/resource/author/fernando-villavicencio,http://ucuenca.edu.ec/wkhuska/publication/applying-improved-spectral-modeling-for-high-quality-voice,Applying improved spectral modeling for High Quality voice conversion.,"Indexation, Linear Prediction Coding, Linear Predictive, Local Adaptation, Model Order Selection, Spectral Analysis, Speech Analysis, Speech Synthesis, Voice Conversion"
"Acosta López, Oscar Alejandro",http://ucuenca.edu.ec/resource/author/oscar-alejandro-acosta-lópez,http://ucuenca.edu.ec/wkhuska/publication/partial-volume-estimation-of-brain-cortex-from-mri-using-topology-corrected,Partial Volume Estimation of Brain Cortex from MRI Using Topology-Corrected Segmentation.,"Adaptive Estimation, Brain Structure, Brain Tissue, Estimation Method, Magnetic Resonance Image, Partial Volume, Root Mean Square Error, Similarity Measure, Spatial Resolution, Topology Preservation"
"Silva Paredes, Ligia Angélica",http://ucuenca.edu.ec/resource/author/ligia-angélica-silva-paredes,http://ucuenca.edu.ec/wkhuska/publication/comparative-analysis-of-genetic-algorithm-and-ant-colony-optimization-to-select-attributes-for-an-heterogeneous-ensemble-of,A comparative analysis of genetic algorithm and ant colony optimization to select attributes for an heterogeneous ensemble of classifiers.,"Ant Colony Optimization, Comparative Analysis, Ensemble of Classifiers, Feature Selection, Genetic Algorithm, Optimal Method, Optimization Technique"
"Neira Carrión, Jose",http://ucuenca.edu.ec/resource/author/jose-neira-carrión,http://ucuenca.edu.ec/wkhuska/publication/sensor-influence-in-the-performance-of-simultaneous-mobile-robot-localization-and-map,Sensor Influence in the Performance of Simultaneous Mobile Robot Localization and Map Building.,"Laser Rangefinder, Map Building, Mobile Robot Localization, Mobile Robot Navigation, Sensory System, Stereo Vision"
"Astudillo Granda, Hernán",http://ucuenca.edu.ec/resource/author/hernán-astudillo-granda,http://ucuenca.edu.ec/wkhuska/publication/improving-the-component-discovery-process-by-leveraging-automatic-sensitive,Improving the Component Discovery Process by Leveraging Automatic Sensitive Analysis.,"Fuzzy Set, Goal Orientation, Quality Criteria, Sensitivity Analysis, Shape Sensitivity Analysis, Software Systems, Web Service"
Antonio Alejandro Arcos Garzón,http://ucuenca.edu.ec/resource/author/antonio-alejandro-arcos-garzón,http://ucuenca.edu.ec/wkhuska/publication/indirect-methods-of-imputation-of-missing-data-based-on-available,Indirect methods of imputation of missing data based on available units.,"Auxiliary Information, horvitz-thompson estimator, Missing Data, Simple Random Sampling, Simulation Study, Statistical Analysis, Stratified Random Sampling"
"Ponce Chacón, Enrique Fabricio",http://ucuenca.edu.ec/resource/author/enrique-fabricio-ponce-chacón,http://ucuenca.edu.ec/wkhuska/publication/frequency-domain-approach-to-bifurcations-in-control-systems-with,A frequency-domain approach to bifurcations in control systems with saturation.,"Bifurcation Analysis, Control System, Frequency Domain, Graphical Method, Nonlinear Control System, System Design, Three Dimensional"
"Lozano Sarango, Manuel Antonio",http://ucuenca.edu.ec/resource/author/manuel-antonio-lozano-sarango,http://ucuenca.edu.ec/wkhuska/publication/designing-multilayer-perceptrons-using-guided-saw-tooth-evolutionary-programming,Designing multilayer perceptrons using a Guided Saw-tooth Evolutionary Programming Algorithm.,"Evolutionary Programming, Genetic Algorithm, Multilayer Perceptron, Population Size"
"Guevara Torres, Pamela",http://ucuenca.edu.ec/resource/author/pamela-guevara-torres,http://ucuenca.edu.ec/wkhuska/publication/tractography-based-parcellation-of-the-cortex-using-spatially-informed-dimension-reduction-of-the-connectivity,Tractography-Based Parcellation of the Cortex Using a Spatially-Informed Dimension Reduction of the Connectivity Matrix.,"Coordinate System, Dimension Reduction, Spatial Information"
"Carrasco Astudillo, Francisco J",http://ucuenca.edu.ec/resource/author/francisco-j-carrasco-astudillo,http://ucuenca.edu.ec/wkhuska/publication/optimal-dose-treatment-with,"Neurocysticercosis: optimal dose treatment with albendazole""@e","Albendazole, Neurocysticercosis, Treatment"
"Bolaños Coronel, Lourdes Elizabeth",http://ucuenca.edu.ec/resource/author/lourdes-elizabeth-bolaños-coronel,http://ucuenca.edu.ec/wkhuska/publication/3-d-object-segmentation-using-ant,3-D object segmentation using ant colonies.,"Ant Colony, Artificial Life, Computed Tomography, Computer Vision, Emergent Behaviour, Image Processing, Object Segmentation, Self Organization"
"Neira Carrión, Jose",http://ucuenca.edu.ec/resource/author/jose-neira-carrión,http://ucuenca.edu.ec/wkhuska/publication/fusing-range-and-intensity-images-for-mobile-robot,Fusing range and intensity images for mobile robot localization.,"Computer Vision, extended kalman filter, Indexing Terms, Location Estimation, Mobile Robot, Mobile Robot Localization, Range Image, Sensor Fusion"
"Jallon, P",http://ucuenca.edu.ec/resource/author/pjallon,http://ucuenca.edu.ec/wkhuska/publication/maximum-likelihood-based-methods-for-ofdm-intercarrier-spacing,Maximum likelihood based methods for OFDM intercarrier spacing characterization.,"Access Point, Autocorrelation Function, Blind Estimation, Cognitive Radio, Cost Function, Cyclic Prefix, Efficient Algorithm, Electro Magnetic, Estimation Algorithm, Gaussian Channel, Gaussian Maximum Likelihood, Maximum Likelihood, Maximum Likelihood Estimate, Maximum Likelihood Principle, Multipath Channel, Multipath Propagation, Non Data Aided, Numerical Simulation, Second Order Statistics, Space Use, Time Synchronization"
"Jallon, P",http://ucuenca.edu.ec/resource/author/pjallon,http://ucuenca.edu.ec/wkhuska/publication/detection-algorithm-for-the-identification-of-the-free-spectral-resources-in-dvb-t,A Detection Algorithm for the Identification of the Free Spectral Resources in DVB-T Bands.,"Cognitive Radio, Cost Function, Detection Algorithm, Dynamic Spectrum Access, Indexing Terms, IT Value, Numerical Simulation, Second Order Statistics"
"Feyen, Jan",http://ucuenca.edu.ec/resource/author/jan-feyen,http://ucuenca.edu.ec/wkhuska/publication/groundwater-surface-water-interaction-in-lake-southern,"Groundwater-surface water interaction in Lake Nasser, Southern Egypt""@e","Analytical solution, Groundwater/surface water interaction, Lake Nasser"
"Iwata, Hiroyuki",http://ucuenca.edu.ec/resource/author/hiroyuki-iwata,http://ucuenca.edu.ec/wkhuska/publication/nonscan-design-for-testability-method-for-register-transfer-level-circuits-to-guarantee-linear-depth-time-expansion,A Nonscan Design-for-Testability Method for Register-Transfer-Level Circuits to Guarantee Linear-Depth Time Expansion Models.,"Design for Testability, Flip Flop, linear functionals, Register Transfer Level, Sequential Circuits, Test Generation"
"Lozano Sarango, Manuel Antonio",http://ucuenca.edu.ec/resource/author/manuel-antonio-lozano-sarango,http://ucuenca.edu.ec/wkhuska/publication/evaluating-local-genetic-algorithm-as-context-independent-local-search-operator-for,Evaluating a local genetic algorithm as context-independent local search operator for metaheuristics.,"Evolutionary Algorithm, Genetic Algorithm, Iterated Local Search, Local Search, Objective Function, Parameter Optimization, Variable Neighborhood Search"
Carla Lorena González Aguilar,http://ucuenca.edu.ec/resource/author/carla-lorena-gonzález-aguilar,http://ucuenca.edu.ec/wkhuska/publication/improved-non-standard-discretization-methods-for-nonlinear-dynamical-control,Improved Non-standard Discretization Methods for Nonlinear Dynamical Control Systems.,"Computer Animation, Control System, Nonlinear Dynamics, Sampling Frequency, Upper Bound"
"Jallon, P",http://ucuenca.edu.ec/resource/author/pjallon,http://ucuenca.edu.ec/wkhuska/publication/ethernet-motion-sensor-based-alarm-system-for-epilepsy,Ethernet Motion-Sensor Based Alarm System for Epilepsy Monitoring.,"Drug Resistance, Inertial Sensor, Motion Capture, Young Adult"
"Sánchez Romero, Hugo",http://ucuenca.edu.ec/resource/author/hugo-sánchez-romero,http://ucuenca.edu.ec/wkhuska/publication/vitamin-b12-status-does-not-influence-central-motor-conduction-time-in-asymptomatic-elderly-transcranial-magnetic-stimulation,"Vitamin B12 status does not influence central motor conduction time in asymptomatic elderly people: A transcranial magnetic stimulation study""@e","Motor evoked potentials (MEPs), Older adults, Vitamin B12"
"Mendoza Colimba, Sonia Magdalena",http://ucuenca.edu.ec/resource/author/sonia-magdalena-mendoza-colimba,http://ucuenca.edu.ec/wkhuska/publication/nomadic-user-within-autonomous,Nomadic User Interaction/Cooperation within Autonomous Areas.,"Service Discovery, Service Provider, Ubiquitous Computing, User Interaction"
Diego Gerardo Moya Latorre,http://ucuenca.edu.ec/resource/author/diego-gerardo-moya-latorre,http://ucuenca.edu.ec/wkhuska/publication/ontology-based-retrieval-of-human,Ontology-Based Retrieval of Human Speech.,"Digital Content, Information Retrieval, Query Processing, Search Model, Semantic Annotation"
Luis Fabián Martínez López,http://ucuenca.edu.ec/resource/author/luis-fabián-martínez-lópez,http://ucuenca.edu.ec/wkhuska/publication/dealing-with-heterogeneous-information-in-engineering-evaluation,Dealing with heterogeneous information in engineering evaluation processes.,"Decision Making, Engineering System, Fuzzy Set, Heterogeneous Information, Linguistic Modeling"
Francisco Javier Gordillo Morales,http://ucuenca.edu.ec/resource/author/francisco-javier-gordillo-morales,http://ucuenca.edu.ec/wkhuska/publication/adaptive-control-of-the-boost-dc-ac,Adaptive Control of the Boost DC-AC Converter.,"Adaptive Control, Singular Perturbation, State Observer"
"Palacios Maldonado, Pablo Vinicio",http://ucuenca.edu.ec/resource/author/pablo-vinicio-palacios-maldonado,http://ucuenca.edu.ec/wkhuska/publication/obtaining-biclusters-in-microarrays-with-population-based,Obtaining Biclusters in Microarrays with Population-Based Heuristics.,"Dna Microarray Data, Estimation of Distribution Algorithm, Evolutionary Algorithm, Local Search, memetic algorithm"
"Espinoza, Maria",http://ucuenca.edu.ec/resource/author/maria-espinoza,http://ucuenca.edu.ec/wkhuska/publication/optimal-waist-circumference-cutoff-value-for-defining-the-metabolic-syndrome-in-postmenopausal-latin-american,"Optimal waist circumference cutoff value for defining the metabolic syndrome in postmenopausal Latin American women""@e","Abdominal obesity, Cutoff value, Latin America, Metabolic syndrome, Waist circumference"
"Espinosa F., Roberto",http://ucuenca.edu.ec/resource/author/roberto-espinosa-f,http://ucuenca.edu.ec/wkhuska/publication/open-business-on-the-importance-of-data-quality-awareness-in-user-friendly-data,Open business intelligence: on the importance of data quality awareness in user-friendly data mining.,"Business Intelligence, Data Mining, Data Quality, High Dimensionality, Linked Open Data"
"Alvarez Patiño, Lorena Verónica",http://ucuenca.edu.ec/resource/author/lorena-verónica-alvarez-patiño,http://ucuenca.edu.ec/wkhuska/publication/classification-in-hearing-aids-using-two-layer-classification-system-with-mse-linear,Speech/music/noise classification in hearing aids using a two-layer classification system with MSE linear discriminants.,"Classification System, Computational Complexity, Hearing Aid, Mean Square Error"
"Jiménez Trujillo, Andrea Vanessa",http://ucuenca.edu.ec/resource/author/andrea-vanessa-jiménez-trujillo,http://ucuenca.edu.ec/wkhuska/publication/counting-perfect-matchings-in-the-geometric,Counting perfect matchings in the geometric dual.,"Cubic Graph, Golden Ratio, ising model, Perfect Match, Planar Graph"
Carolina Julia Chang Ajoy Chong,http://ucuenca.edu.ec/resource/author/carolina-julia-chang-ajoy-chong,http://ucuenca.edu.ec/wkhuska/publication/adaptive-obstacle-avoidance-with-neural-network-for-operant-experiments-with-real,Adaptive obstacle avoidance with a neural network for operant conditioning: experiments with real robots.,"Mobile Robot, Neural Network, Neural Network Model, Obstacle Avoidance, Operant Conditioning, Wheeled Mobile Robot"
"Llibre, Jaume",http://ucuenca.edu.ec/resource/author/jaume-llibre,http://ucuenca.edu.ec/wkhuska/publication/horseshoes-near-homoclinic-orbits-for-piecewise-linear-differential-systems-in,Horseshoes Near homoclinic orbits for Piecewise Linear Differential Systems in R3.,"homoclinic orbit, piecewise linear"
"Sánchez Romero, Hugo",http://ucuenca.edu.ec/resource/author/hugo-sánchez-romero,http://ucuenca.edu.ec/wkhuska/publication/validation-of-the-rapid-assessment-of-physical-activity-scale-in-an-adult-chilean-population-seeking-primary,"Validation of the rapid assessment of physical activity scale (RAPA) in an adult chilean population seeking primary care""@p","Motor activity, Primary health care, Self-care, Self-reporting, Validation studies"
"Fraga Guerrero, David Enrique",http://ucuenca.edu.ec/resource/author/david-enrique-fraga-guerrero,http://ucuenca.edu.ec/wkhuska/publication/domotic-platform-based-on-multipurpose-wireless-technology-with-distributed-processing,Domotic platform based on multipurpose wireless technology with distributed processing capabilities.,"Distributed Processing, Dynamic Networks, Energy Consumption, Farming System, Low Power, Operating System, Wireless Network, Wireless Technology"
Nelson Piedra,http://ucuenca.edu.ec/resource/author/nelson-piedra,http://ucuenca.edu.ec/wkhuska/publication/design-study-of-oer-cc-semantic-web-approach-to-describe-open-educational,"Design study of OER-CC ontology: A semantic web approach to describe open educational resources""@e","Component, Creative commons licenses, Metadata, Ontology, Open educational resources"
Diana Elizabeth Pérez Andrade,http://ucuenca.edu.ec/resource/author/diana-elizabeth-pérez-andrade,http://ucuenca.edu.ec/wkhuska/publication/showing-automatically-generated-conceptual-models-to-students-and,Showing Automatically Generated Students' Conceptual Models to Students and Teachers.,"Automatic Generation, Conceptual Model"
"Guevara Torres, Pamela",http://ucuenca.edu.ec/resource/author/pamela-guevara-torres,http://ucuenca.edu.ec/wkhuska/publication/analysis-of-the-striato-thalamo-cortical-connectivity-on-the-cortical-surface-to-infer-biomarkers-of,Analysis of the Striato-Thalamo-Cortical Connectivity on the Cortical Surface to Infer Biomarkers of Huntington's Disease.,"Basal Ganglia, Brain Function, Healthy Volunteer, huntington's disease, Motor Control, Movement Disorder, Q Ball Imaging, Robust Statistics, tourette syndrome"
"Díaz Mairongo, Susana Paola",http://ucuenca.edu.ec/resource/author/susana-paola-díaz-mairongo,http://ucuenca.edu.ec/wkhuska/publication/t-ferrers-relations-versus,T-Ferrers Relations versus T-biorders.,Fuzzy Relation
"Sarmiento Rodas, Iván Marcelo",http://ucuenca.edu.ec/resource/author/iván-marcelo-sarmiento-rodas,http://ucuenca.edu.ec/wkhuska/publication/an-application-interface-for-uchilsim-and-the-arrival-of-new,An Application Interface for UCHILSIM and the Arrival of New Challenges.,"Dynamic Behavior, Graphical Representation, Virtual Environment"
"Llibre, Jaume",http://ucuenca.edu.ec/resource/author/jaume-llibre,http://ucuenca.edu.ec/wkhuska/publication/generation-of-symmetric-periodic-orbits-by-heteroclinic-loop-formed-by-two-singular-points-and-their-invariant-manifolds-of-dimensions-and-in,Generation of Symmetric Periodic orbits by a heteroclinic Loop formed by Two Singular Points and their Invariant Manifolds of Dimensions 1 and 2 in R3.,"Invariant Manifold, Periodic Orbit, Singular Point"
Gerardo Antonio Herrera Brunett,http://ucuenca.edu.ec/resource/author/gerardo-antonio-herrera-brunett,http://ucuenca.edu.ec/wkhuska/publication/assessing-device-as-tool-for-supporting-labour-integration-of-severely-affected-person-with-autism-who-carries-out-classifying,Assessing B.A.Bar Device as a Tool for Supporting Labour Integration of a Severely Affected Person with Autism Who Carries Out Classifying Tasks.,"Reading and Writing, Work Environment"
Edison Geovanny Mera Holguin,http://ucuenca.edu.ec/resource/author/edison-geovanny-mera-holguin,http://ucuenca.edu.ec/wkhuska/publication/integrating-software-testing-and-run-time-checking-in-an-assertion-verification,Integrating Software Testing and Run-Time Checking in an Assertion Verification Framework.,"Program Transformation, Software Testing, Source Code, Unit Testing"
"Alvarado Saraguro, Gabriela Fernanda",http://ucuenca.edu.ec/resource/author/gabriela-fernanda-alvarado-saraguro,http://ucuenca.edu.ec/wkhuska/publication/using-the-kdsm-methodology-for-knowledge-discovery-from-labor,Using the KDSM Methodology for Knowledge Discovery from a Labor Domain.,Artificial Intelligent
"Alvarez Molina, Daniela Cristina",http://ucuenca.edu.ec/resource/author/daniela-cristina-alvarez-molina,http://ucuenca.edu.ec/wkhuska/publication/peer-to-peer-databases-for-biodiversity-case,Peer-To-Peer Databases for e-Science: a Biodiversity Case Study.,"Case Study, Data Model, Peer To Peer, Query Language, Scientific Data"
Juan Bosco Becerra Vizcaino,http://ucuenca.edu.ec/resource/author/juan-bosco-becerra-vizcaino,http://ucuenca.edu.ec/wkhuska/publication/substrate-coupling-in-digital-circuits-in-mixed-signal-smart-power,Substrate coupling in digital circuits in mixed-signal smart-power systems.,"Analog Circuits, Circuit Design, Digital Circuits, Experimental Data, High Power, Integrated Circuit, Power System, Substrate Noise"
"Umeda, Yasushi",http://ucuenca.edu.ec/resource/author/yasushi-umeda,http://ucuenca.edu.ec/wkhuska/publication/development-of-design-methodology-for-upgradable-products-based-on-function-behavior-state,Development of design methodology for upgradable products based on function-behavior-state modeling.,"Behavior Modeling, Case Study, Design Methodology, Environmental Issues, Functional Model, Maximal Function, Model Design, Productive Life, Product Life Cycle, Structural Change, User Needs"
"Castillo Luzuriaga, José",http://ucuenca.edu.ec/resource/author/josé-castillo-luzuriaga,http://ucuenca.edu.ec/wkhuska/publication/in-vitro-regeneration-of-minthostachys-andina-epling-bolivian-native-species-with-aromatic-and-medicinal,"In vitro regeneration of Minthostachys andina (Brett) Epling - A Bolivian native species with aromatic and medicinal properties""@e","Clonal propagation, Essential oils, In vitro regeneration, Labiatae, Organogenesis"
"Goethals, Peter L. M",http://ucuenca.edu.ec/resource/author/peter-l-m-goethals,http://ucuenca.edu.ec/wkhuska/publication/ecological-water-quality-analysis-of-the-guayas-river-basin-based-on-macroinvertebrates,"Ecological water quality analysis of the Guayas river basin (Ecuador) based on macroinvertebrates indices""@e","Biological Monitoring Working Party-Colombia, Correspondence analysis, Ecological water quality, Macroinvertebrates, Neotropical Low-land Stream Multimetric Index"
Diana Jackeline Santos Delgado,http://ucuenca.edu.ec/resource/author/diana-jackeline-santos-delgado,http://ucuenca.edu.ec/wkhuska/publication/an-initial-proposal-for-cooperative-evaluation-on-information-retrieval-in,An Initial Proposal for Cooperative Evaluation on Information Retrieval in Portuguese.,"Information Retrieval, Question Answering System, Web Search"
Luis Fabián Martínez López,http://ucuenca.edu.ec/resource/author/luis-fabián-martínez-lópez,http://ucuenca.edu.ec/wkhuska/publication/an-extended-hierarchical-linguistic-model-for-managing-integral,An Extended Hierarchical Linguistic Model for Managing Integral Evaluation.,"Evaluation Model, Human Resource, Linguistic Modeling, Performance Appraisal"
Luis Fabián Martínez López,http://ucuenca.edu.ec/resource/author/luis-fabián-martínez-lópez,http://ucuenca.edu.ec/wkhuska/publication/multi-granular-linguistic-model-for-management-decision-making-in-performance,A multi-granular linguistic model for management decision-making in performance appraisal.,"Decision Making, Difference Set, Evaluation Framework, Linguistic Modeling, Perforation, Performance Appraisal"
"Meneses Montesdeoca, Esteban Guillermo",http://ucuenca.edu.ec/resource/author/esteban-guillermo-meneses-montesdeoca,http://ucuenca.edu.ec/wkhuska/publication/applying-sequential-consistency-to-web,Applying Sequential Consistency to Web Caching.,"Indexation, Sequential Consistency, Time To Live, Web Caching"
"Franco Bonoso, Leonardo Bladimir",http://ucuenca.edu.ec/resource/author/leonardo-bladimir-franco-bonoso,http://ucuenca.edu.ec/wkhuska/publication/new-decomposition-algorithm-for-threshold-synthesis-and-generalization-of-boolean,A New Decomposition Algorithm for Threshold Synthesis and Generalization of Boolean Functions.,"Boolean Function, Circuit Complexity, Decomposition Algorithm, Functional Form, Separation Logic"
"Lovato Duque, Christian Fernando",http://ucuenca.edu.ec/resource/author/christian-fernando-lovato-duque,http://ucuenca.edu.ec/wkhuska/publication/computer-assisted-estimation-of-anthropometric-parameters-from-whole-body-scanner,Computer Assisted Estimation of Anthropometric Parameters from Whole Body Scanner Data.,"Automatic Evaluation, Interactive Visualization, Measurement Tool, Mesh Segmentation, Pose Estimation, Scanner Data, Whole Body"
"Jiménez Cortez, Jonathan Rafael",http://ucuenca.edu.ec/resource/author/jonathan-rafael-jiménez-cortez,http://ucuenca.edu.ec/wkhuska/publication/molecular-probes-for-the-detection-of-cyanophage-as-1-and-its-cyanobacterial,Molecular Probes for the Detection of Cyanophage AS-1 and its Cyanobacterial Hosts.,"Computational Biology, Microbiology, Molecular Probe"
"Reyes Villalva, Sebastián Fernando",http://ucuenca.edu.ec/resource/author/sebastián-fernando-reyes-villalva,http://ucuenca.edu.ec/wkhuska/publication/derivation-of-self-scheduling-algorithms-for-heterogeneous-distributed-computer-application-to-internet-based-grids-of,Derivation of self-scheduling algorithms for heterogeneous distributed computer systems: Application to internet-based grids of computers.,"Computational Grid, Distributed Computing System, Distributed System, Distribution Function, Heterogeneous Computing, Load Balance, Scheduling Algorithm"
"Proaño Cusicagua, Raquel Noemí",http://ucuenca.edu.ec/resource/author/raquel-noemí-proaño-cusicagua,http://ucuenca.edu.ec/wkhuska/publication/the-impact-of-the-implementation-of-distance-education-systems-in-telecommunications,The Impact of the Implementation of Distance Education Systems in a Telecommunications Company.,"Distance Education, Learning System, On The Job Training, Point of View, Word Learning"
"Figueroa Novillo, Christian Rolando",http://ucuenca.edu.ec/resource/author/christian-rolando-figueroa-novillo,http://ucuenca.edu.ec/wkhuska/publication/an-approach-for-dynamic-split-strategies-in-constraint,An Approach for Dynamic Split Strategies in Constraint Solving.,"Constraint Programming, Constraint Solving, Dynamic Change"
"Astudillo Granda, Hernán",http://ucuenca.edu.ec/resource/author/hernán-astudillo-granda,http://ucuenca.edu.ec/wkhuska/publication/agile-dealing-with-business-expectations-risks-in-agile,Agile Commitments: Dealing with Business Expectations Risks in Agile Development.,Agile Development
"Ortega Ortega, Aida Prisila",http://ucuenca.edu.ec/resource/author/aida-prisila-ortega-ortega,http://ucuenca.edu.ec/wkhuska/publication/microcomputer-program-for-automated-action-potential-waveform,Microcomputer program for automated action potential waveform analysis.,"Action Potential, Data Acquisition, Intracellular Recording, Resting Membrane Potential, Waveform Analysis"
"Chaput, Emmanuel",http://ucuenca.edu.ec/resource/author/emmanuel-chaput,http://ucuenca.edu.ec/wkhuska/publication/inter-asn-handover-using-msctp-protocol-in-ieee,Inter-ASN Handover Using MSCTP Protocol in IEEE 802.16e Networks.,"layer 3, Mobile Station, Mobile Video"
Jorge Luis Rojas Vivanco,http://ucuenca.edu.ec/resource/author/jorge-luis-rojas-vivanco,http://ucuenca.edu.ec/wkhuska/publication/enhancement-in-liver-ratio-and-steatosis-in-obese-correlations-with-insulin-resistance-and-n-3-long-chain-polyunsaturated-fatty-acid,"Enhancement in liver SREBP-1c/PPAR-α ratio and steatosis in obese patients: Correlations with insulin resistance and n-3 long-chain polyunsaturated fatty acid depletion""@e","Insulin resistance, Liver steatosis, Obesity, Peroxisome proliferator activated receptor-α, Sterol receptor element binding protein-1c"
"Flores Rámirez, Johanna Priscila",http://ucuenca.edu.ec/resource/author/johanna-priscila-flores-rámirez,http://ucuenca.edu.ec/wkhuska/publication/twc-portal-for-linked-open-government-data,TWC LOGD: A portal for linked open government data ecosystems.,"Distributed Data, Lessons Learned, Linked Data, Open Source, Semantic Web"
"Benavides Pérez, David Andrés",http://ucuenca.edu.ec/resource/author/david-andrés-benavides-pérez,http://ucuenca.edu.ec/wkhuska/publication/using-constraint-programming-to-reason-on-feature,Using Constraint Programming to Reason on Feature Models.,"Automated Reasoning, Constraint Programming, Feature Modeling, Product Family, Software Product Family"
Miguel Moscoso Cobos,http://ucuenca.edu.ec/resource/author/miguel-moscoso-cobos,http://ucuenca.edu.ec/wkhuska/publication/reservoir-characterization-using-stochastic-initializations-and-the-level-set,Reservoir characterization using stochastic initializations and the level set method.,"Data Gathering, Level Set, Level Set Method, Shape Reconstruction"
"Palacios Maldonado, Pablo Vinicio",http://ucuenca.edu.ec/resource/author/pablo-vinicio-palacios-maldonado,http://ucuenca.edu.ec/wkhuska/publication/new-self-adaptative-crossover-operator-for-real-coded-evolutionary,A New Self-adaptative Crossover Operator for Real-Coded Evolutionary Algorithms.,"Evolutionary Algorithm, Evolutionary Process, Search Space"
"Brown, Christian",http://ucuenca.edu.ec/resource/author/christian-brown,http://ucuenca.edu.ec/wkhuska/publication/comparative-study-of-netbooks-and-tablet-pcs-for-fostering-face-to-face-collaborative,Comparative study of netbooks and tablet PCs for fostering face-to-face collaborative learning.,"Collaborative Learning, Comparative Study, Computer Supported Collaborative Learning, Digital Ink, Face To Face, Information Technology, Tablet Pc"
"Lozano Sarango, Manuel Antonio",http://ucuenca.edu.ec/resource/author/manuel-antonio-lozano-sarango,http://ucuenca.edu.ec/wkhuska/publication/continuous-scatter-an-analysis-of-the-integration-of-some-combination-methods-and-improvement,Continuous scatter search: An analysis of the integration of some combination methods and improvement strategies.,"Continuous Optimization, Genetic Algorithm, nelder mead, Real Coded Genetic Algorithm, Scatter Search, Simplex Algorithm"
