name,authorUri,publicationUri,title,keywords
"Neira Carrión, Jose",http://ucuenca.edu.ec/resource/author/jose-neira-carrión,http://ucuenca.edu.ec/wkhuska/publication/an-image-to-map-loop-closing-method-for-monocular,An image-to-map loop closing method for monocular SLAM.,"Branch and Bound, Image Features"
"Llibre, Jaume",http://ucuenca.edu.ec/resource/author/jaume-llibre,http://ucuenca.edu.ec/wkhuska/publication/piecewise-linear-feedback-systems-with-arbitrary-number-of-limit,Piecewise Linear Feedback Systems with Arbitrary Number of Limit Cycles.,"Feedback System, Limit Cycle, piecewise linear"
Francisco Javier Gordillo Morales,http://ucuenca.edu.ec/resource/author/francisco-javier-gordillo-morales,http://ucuenca.edu.ec/wkhuska/publication/describing-function-method-for-stability-analysis-of-pd-and-pi-fuzzy,Describing function method for stability analysis of PD and PI fuzzy controllers.,"Describing Function, Fuzzy Control, Fuzzy Controller, Fuzzy Logic Controller, Limit Cycle, Oscillations, Stability Analysis, Universe of Discourse"
David Ignacio Otero Canelos,http://ucuenca.edu.ec/resource/author/david-ignacio-otero-canelos,http://ucuenca.edu.ec/wkhuska/publication/web-based-suite-of-tools-for-microarray-quality-control-and-data,A Web Based Suite of Tools for Microarray Quality Control and Data Analysis.,"Data Analysis, Quality Control"
"Díaz Contreras, Jessica",http://ucuenca.edu.ec/resource/author/jessica-díaz-contreras,http://ucuenca.edu.ec/wkhuska/publication/agile-product-line-engineering-systematic-literature,Agile product line engineering - a systematic literature review.,"Product Line Engineering, Systematic Literature Review"
"Solórzano Granada, José Paúl",http://ucuenca.edu.ec/resource/author/josé-paúl-solórzano-granada,http://ucuenca.edu.ec/wkhuska/publication/orthogonal-to-the-java,Orthogonal to the Java Imperative.,"Declarative Languages, Java Virtual Machine, Object Oriented Database, Polymorphism"
Mauricio Sáenz Espinosa,http://ucuenca.edu.ec/resource/author/mauricio-sáenz-espinosa,http://ucuenca.edu.ec/wkhuska/publication/usability-of-multimodal-video-game-to-improve-navigation-skills-for-blind,Usability of a Multimodal Video Game to Improve Navigation Skills for Blind Children.,"3d video, Audio Interface, Evaluation Studies, Haptic Device, Spatial Orientation, Usability Evaluation, User Acceptance, Video Game, Virtual Environment"
"Chiriboga N. , Angel I",http://ucuenca.edu.ec/resource/author/angel-i-chiriboga-n,http://ucuenca.edu.ec/wkhuska/publication/influence-of-dominant-consumer-species-reverses-at-increased,"Influence of a dominant consumer species reverses at increased diversity""@e","Benthic community, Biodiversity and ecosystem functioning, Consumer richness, Eucidaris, Galápagos Islands, Grazing, Identity, Lytechinus, Sea urchins, Subtidal, Tripneustes, Underyielding"
"Lozano Sarango, Manuel Antonio",http://ucuenca.edu.ec/resource/author/manuel-antonio-lozano-sarango,http://ucuenca.edu.ec/wkhuska/publication/multiple-crossover-per-couple-with-selection-of-the-two-best-an-experimental-study-with-the-blx-alpha-crossover-operator-for-real-coded-genetic,Multiple Crossover per Couple with Selection of the Two Best Offspring: An Experimental Study with the BLX-alpha Crossover Operator for Real-Coded Genetic Algorithms.,"Experimental Study, Real Coded Genetic Algorithm"
"Lozano Sarango, Manuel Antonio",http://ucuenca.edu.ec/resource/author/manuel-antonio-lozano-sarango,http://ucuenca.edu.ec/wkhuska/publication/memetic-algorithm-using-local-search-chaining-for-black-box-optimization-benchmarking-2009-for-noisy,A memetic algorithm using local search chaining for black-box optimization benchmarking 2009 for noisy functions.,"Local Search, memetic algorithm, Search Algorithm"
Olga Susana Duran Villarroel,http://ucuenca.edu.ec/resource/author/olga-susana-duran-villarroel,http://ucuenca.edu.ec/wkhuska/publication/system-to-measure-gap-distance-between-two-vehicles-using-license-plate-character,A System to Measure Gap Distance between Two Vehicles Using License Plate Character Height.,"Distance Measure, Region of Interest, Road Safety, Rule Based"
Pablo Salazar Perez,http://ucuenca.edu.ec/resource/author/pablo-salazar-perez,http://ucuenca.edu.ec/wkhuska/publication/on-the-management-of-prices-and-policies-for-heterogeneous-access,On the Management of Prices and Policies for Heterogeneous Access Environments.,Legal Issues
"Guevara Torres, Pamela",http://ucuenca.edu.ec/resource/author/pamela-guevara-torres,http://ucuenca.edu.ec/wkhuska/publication/inter-subject-connectivity-based-parcellation-of-patch-of-cerebral,Inter-subject Connectivity-Based Parcellation of a Patch of Cerebral Cortex.,"Cerebral Cortex, Coordinate System, Region of Interest"
"Sancho Lobato, Silvia Patricia",http://ucuenca.edu.ec/resource/author/silvia-patricia-sancho-lobato,http://ucuenca.edu.ec/wkhuska/publication/towards-an-ontology-enabled-approach-helping-smes-to-access-the-single-european-electronic,Towards an Ontology-Enabled Approach Helping SMEs to Access the Single European Electronic Market.,Electronic Markets
"Rodríguez Borja, Roque Alejandro",http://ucuenca.edu.ec/resource/author/roque-alejandro-rodríguez-borja,http://ucuenca.edu.ec/wkhuska/publication/injecting-dynamic-real-time-data-into-dddas-for-forest-fire-behavior,Injecting Dynamic Real-Time Data into a DDDAS for Forest Fire Behavior Prediction.,"Dynamic Data Driven Application System, Forest Fire, Parameter Uncertainty, Real Time Data, Southern California"
"Franco Trujillo, Jessica Fernanda",http://ucuenca.edu.ec/resource/author/jessica-fernanda-franco-trujillo,http://ucuenca.edu.ec/wkhuska/publication/radar-shaped-statistic-for-testing-and-visualizing-uniformity-properties-in-computer-experiments,A Radar-Shaped Statistic for Testing and Visualizing Uniformity Properties in Computer Experiments,"1 dimensional, Computer Experiment, Dimension Reduction, kolmogorov smirnov, Numerical Experiment, Orthogonal Array, Statistical Independence"
"Merino Rosero, Pedro",http://ucuenca.edu.ec/resource/author/pedro-merino-rosero,http://ucuenca.edu.ec/wkhuska/publication/finite-element-error-estimates-for-an-optimal-control-problem-governed-by-the-burgers,"Finite element error estimates for an optimal control problem governed by the Burgers equation""@e","Burgers equation, Error estimates, Finite element approximation, Optimal control, Piecewise linear"
"Lozano Sarango, Manuel Antonio",http://ucuenca.edu.ec/resource/author/manuel-antonio-lozano-sarango,http://ucuenca.edu.ec/wkhuska/publication/memetic-algorithm-for-intense-local-search-methods-using-local-search,Memetic Algorithm for Intense Local Search Methods Using Local Search Chains.,"Continuous Optimization, Evolutionary Algorithm, Local Search, memetic algorithm"
"Delgado G. , Cecilia",http://ucuenca.edu.ec/resource/author/cecilia-delgado-g,http://ucuenca.edu.ec/wkhuska/publication/an-owl-extension-for-facilitating-the-definition-of-taxonomies-in-spatio-temporal,STOWL: An OWL Extension for Facilitating the Definition of Taxonomies in Spatio-temporal Ontologies.,"Google Map, Information System, Semantic Web, Temporal Information, Web Service"
"Guerrero Obando, Fernando Fabián",http://ucuenca.edu.ec/resource/author/fernando-fabián-guerrero-obando,http://ucuenca.edu.ec/wkhuska/publication/framework-for-metaheuristic,FOM: A Framework for Metaheuristic Optimization.,"Discrete Optimization, Object-oriented Framework"
"Herrera Mora, Marco Antonio",http://ucuenca.edu.ec/resource/author/marco-antonio-herrera-mora,http://ucuenca.edu.ec/wkhuska/publication/sliding-mode-an-approach-to-control,"Sliding Mode Control: An Approach to Control a Quadrotor""@e","Control theory, Nonlinear control, Sliding Mode Control, UAV's"
"Neira Carrión, Jose",http://ucuenca.edu.ec/resource/author/jose-neira-carrión,http://ucuenca.edu.ec/wkhuska/publication/underwater-slam-for-structured-environments-using-an-imaging-sonar,Underwater SLAM for Structured Environments Using an Imaging Sonar,Data Association
Alvaro Torres,http://ucuenca.edu.ec/resource/author/alvaro-torres,http://ucuenca.edu.ec/wkhuska/publication/security-assessment-of-the-electricity-infrastructure-under,Security assessment of the electricity infrastructure under terrorism.,Security Assessment
"Bustos Rios, Pablo Rená",http://ucuenca.edu.ec/resource/author/pablo-rená-bustos-rios,http://ucuenca.edu.ec/wkhuska/publication/improving-robotics-framework-with-real-time-and-high-performance,Improving a Robotics Framework with Real-Time and High-Performance Features.,"Data Distribution Service, Distributed Real-time System, High Performance, Middleware, Object Oriented, Programming Language, Real Time"
"Rivera Cadena, Wilson Xavier",http://ucuenca.edu.ec/resource/author/wilson-xavier-rivera-cadena,http://ucuenca.edu.ec/wkhuska/publication/performance-of-hyperspectral-imaging-algorithms-using-itanium,Performance of hyperspectral imaging algorithms using itanium architecture.,"Functional Unit, hyperspectral image, itanium processor family, Remote Sensing"
"Ordoñez Alvarado, María Elisa",http://ucuenca.edu.ec/resource/author/maría-elisa-ordoñez-alvarado,http://ucuenca.edu.ec/wkhuska/publication/resistance-to-late-blight-in-putative-gene-that-suppresses-genes-and-is-elicited-by-specific,"Resistance to late blight in potato. A putative gene that suppresses R genes and is elicited by specific isolates""@e","Late blight, Phytophthora infestans, Race-specific resistance, R gene, Suppressor of R gene"
"Avilés A. , Alex",http://ucuenca.edu.ec/resource/author/alex-avilés-a,http://ucuenca.edu.ec/wkhuska/publication/probabilistic-forecasting-of-drought-events-using-markov-chain--and-bayesian-network-based-case-study-of-an-andean-regulated-river,"Probabilistic forecasting of drought events using Markov chain- and Bayesian network-based models: A case study of an Andean regulated river basin""@e","Andean watersheds, Bayesian networks, Copulas, Drought index, Markov chains, Probabilistic drought forecasting"
"Avila C. , Braulio",http://ucuenca.edu.ec/resource/author/braulio-avila-c,http://ucuenca.edu.ec/wkhuska/publication/an-architecture-of-bdi-agent-for-autonomous-locomotives,An architecture of BDI agent for autonomous locomotives controller.,"Autonomous Vehicle, bdi agents, Beliefs Desires and Intentions, Fuel Consumption, Intelligent Agent, Mental Model, Practical Reasoning"
"Figueroa García, Juan",http://ucuenca.edu.ec/resource/author/juan-figueroa-garcía,http://ucuenca.edu.ec/wkhuska/publication/interval-type-2-fuzzy-linear-uncertain,Interval type-2 fuzzy linear programming: Uncertain constraints.,"Fuzzy Linear Programming, Linear Program, type-2 fuzzy set"
"Goethals, Peter L. M",http://ucuenca.edu.ec/resource/author/peter-l-m-goethals,http://ucuenca.edu.ec/wkhuska/publication/the-importance-of-uncertainties-in-scenario-analyses-study-on-future-ecosystem-service-delivery-in,"The importance of uncertainties in scenario analyses - A study on future ecosystem service delivery in Flanders""@e","Bayesian belief networks, Cellular automata, Coupled component model, Land use change, Uncertainty propagation"
"Goethals, Peter L. M",http://ucuenca.edu.ec/resource/author/peter-l-m-goethals,http://ucuenca.edu.ec/wkhuska/publication/bayesian-belief-network-models-to-analyse-and-predict-ecological-water-quality-in,"Bayesian belief network models to analyse and predict ecological water quality in rivers""@e","Bayesian belief networks, Decision support systems, Macroinvertebrates, Restoration simulations, River basin management"
"Palacios Maray, Héctor",http://ucuenca.edu.ec/resource/author/héctor-palacios-maray,http://ucuenca.edu.ec/wkhuska/publication/brothers-in-on-ai-planning-and-cellular,Brothers in Arms? On AI Planning and Cellular Automata.,"Ai Planning, Cellular Automata, Heuristic Search"
"Castro, Graciela",http://ucuenca.edu.ec/resource/author/graciela-castro,http://ucuenca.edu.ec/wkhuska/publication/stability-analisys-for-class-of-sampled-nonlinear-systems-with,Stability analisys for a class of sampled nonlinear systems with time-delay.,"Exact Sampling, Nonlinear System, runge kutta, System Dynamics, takagi sugeno, Time Delay"
"Ponce Chacón, Enrique Fabricio",http://ucuenca.edu.ec/resource/author/enrique-fabricio-ponce-chacón,http://ucuenca.edu.ec/wkhuska/publication/canonical-discontinuous-planar-piecewise-linear,Canonical Discontinuous Planar Piecewise Linear Systems.,"Differential Equation, Differential Inclusion, Equilibrium Point, Initial Value Problem, piecewise linear"
"Bravo Córdova, Pablo",http://ucuenca.edu.ec/resource/author/pablo-bravo-córdova,http://ucuenca.edu.ec/wkhuska/publication/proactive-detection-of-kernel-mode,Proactive Detection of Kernel-Mode Rootkits.,"Computer Security, Early Detection, Intrusion Detection, Resource Manager, Software Component"
"Torres Zurita, Lourdes",http://ucuenca.edu.ec/resource/author/lourdes-torres-zurita,http://ucuenca.edu.ec/wkhuska/publication/e-government-evolution-in-eu-local-comparative,E-government evolution in EU local governments: a comparative perspective.,"Cluster Analysis, Content Analysis, Empirical Study, European Union, Information and Communication Technology, Local Governance, Multidimensional Scaling, Public Administration, Regression Analysis, Study Design"
"Abad, Marco",http://ucuenca.edu.ec/resource/author/marco-abad,http://ucuenca.edu.ec/wkhuska/publication/incidence-of-software-quality-attributes-in-the-construction-and-deployment-of-cloud-architectural,"Incidence of software quality attributes in the design, construction and deployment of Cloud architectural environments""@e","Cloud Computing, Quality Attributes, SDLC, Software Architecture"
"Arroyo Romero, Angel Mauricio",http://ucuenca.edu.ec/resource/author/angel-mauricio-arroyo-romero,http://ucuenca.edu.ec/wkhuska/publication/neural-networks-for-the-visual-analysis-of-regional,Neural networks for the visual analysis of regional pollution.,"Artificial Neural Network, Back Propagation Neural Network, Environmental Management, Groundwater Pollution, Neural Network, Nitrogen, Nitrogen Fertilizer, Pattern Analysis, Soil Characteristics, Soil Organic Matter, Spatial Distribution, Spatial Variability, Total Nitrogen"
"Castro Riera, Carlos",http://ucuenca.edu.ec/resource/author/carlos-castro-riera,http://ucuenca.edu.ec/wkhuska/publication/lanczos-lovelock-cartan-gravity-from-clifford-space,"Lanczos-Lovelock-Cartan gravity from Clifford-space geometry""@e","Clifford algebras, Lanczos-Lovelock-Cartan gravity"
Jaime Torres Heredia,http://ucuenca.edu.ec/resource/author/jaime-torres-heredia,http://ucuenca.edu.ec/wkhuska/publication/pulse-shape-distortion-and-ranging-accuracy-in-uwb-based-body-area-networks-for-full-body-motion-capture-and-gait,Pulse Shape Distortion and Ranging Accuracy in UWB-Based Body Area Networks for Full-Body Motion Capture and Gait Analysis.,"Body Area Network, Channel Impulse Response, Gait Analysis, Human Body, Motion Capture, Pulse Shaping, Time of Flight, Ultra Wide Band, Wearable Computer"
HIDALGO TRUJILLO SILVANA IVONNE,http://ucuenca.edu.ec/resource/author/silvana-ivonne-hidalgo-trujillo,http://ucuenca.edu.ec/wkhuska/publication/volcanic-hazard-or-economic-hard-choices-in-ecuador,"Volcanic hazard or economic destitution: hard choices in Baños, Ecuador","Public Safety, Rural Community"
"Lozano Sarango, Manuel Antonio",http://ucuenca.edu.ec/resource/author/manuel-antonio-lozano-sarango,http://ucuenca.edu.ec/wkhuska/publication/fuzzy-adaptive-genetic-and-future,"Fuzzy adaptive genetic algorithms: design, taxonomy, and future directions.","Adaptive Genetic Algorithm, Fuzzy Logic Controller, Genetic Algorithm, Genetic Operator, Point of View, Rule Based"
Erika Paulina Pinto Cabrera,http://ucuenca.edu.ec/resource/author/erika-paulina-pinto-cabrera,http://ucuenca.edu.ec/wkhuska/publication/heuristic-approach-for-resource-constrained-project-scheduling-with-uncertain-activity,A heuristic approach for resource constrained project scheduling with uncertain activity durations.,"Chance Constraint, Heuristic Method, Independent Random Variables, Probability Distribution Function, Project Scheduling, Renewable Resources, Resource Constrained Project Scheduling Problem"
"Narváez Vicuña, Wilson",http://ucuenca.edu.ec/resource/author/wilson-narváez-vicuña,http://ucuenca.edu.ec/wkhuska/publication/characterization-framework-and-design-patterns-for-the-disadvantaged,Characterization Framework and Design Patterns for the Disadvantaged User.,"Department of Defense, Design Pattern, Resource Availability, Service Oriented Architecture"
"González C. , Patricia",http://ucuenca.edu.ec/resource/author/patricia-gonzález-c,http://ucuenca.edu.ec/wkhuska/publication/atlas-based-method-for-the-automated-segmentation-and-quantification-of-knee-data-from-the-osteoarthritis,Atlas based method for the automated segmentation and quantification of knee features: Data from the osteoarthritis initiative.,"Automatic Segmentation, Intra Class Correlation Coefficient, Osteoarthritis, Unsupervised Segmentation"
"Espinoza, Mauricio",http://ucuenca.edu.ec/resource/author/mauricio-espinoza,http://ucuenca.edu.ec/wkhuska/publication/multilingual-and-localization-support-for,Multilingual and Localization Support for Ontologies.,Natural Language
"Neira Carrión, Jose",http://ucuenca.edu.ec/resource/author/jose-neira-carrión,http://ucuenca.edu.ec/wkhuska/publication/localization-of-avalanche-victims-using-robocentric,Localization of avalanche victims using robocentric SLAM.,"3d measurement, Inertial Sensor, Magnetic Field, Particle Filter, Snow Avalanche"
Jorge Luís Vallejos Guaján,http://ucuenca.edu.ec/resource/author/jorge-luís-vallejos-guaján,http://ucuenca.edu.ec/wkhuska/publication/context-oriented-programming-for-customizable-saas,Context-oriented programming for customizable SaaS applications.,"Case Study, Context Oriented Programming, Maintenance Cost, software as a service, Web Service"
"Martínez A. , Oswaldo",http://ucuenca.edu.ec/resource/author/oswaldo-martínez-a,http://ucuenca.edu.ec/wkhuska/publication/automation-of-robotic-arm-by-analysing-the-can,Automation of a Robotic Arm by Analysing the CAN Protocol.,"Industrial Automation, Robot Arm, Standardisation"
"Lozano Sarango, Manuel Antonio",http://ucuenca.edu.ec/resource/author/manuel-antonio-lozano-sarango,http://ucuenca.edu.ec/wkhuska/publication/global-and-local-real-coded-genetic-algorithms-based-on-parent-centric-crossover,Global and local real-coded genetic algorithms based on parent-centric crossover operators.,"Profitability, Real Coded Genetic Algorithm, Steady State Genetic Algorithm"
DOMINGUEZ GAVILANES EDWIN XAVIER,http://ucuenca.edu.ec/resource/author/edwin-xavier-dominguez-gavilanes,http://ucuenca.edu.ec/wkhuska/publication/adequacy-assessment-considerations-in-wind-integrated-power-systems,Adequacy assessment considerations in wind integrated power systems,"Ant Colony System, Discrete Optimization, Loss of Load Expectation, Power Generation, Reliability Test System, Search Algorithm, Stochastic Search, Time Dependent, Wind Power, Wind Turbine Generator"
"Avila C. , Braulio",http://ucuenca.edu.ec/resource/author/braulio-avila-c,http://ucuenca.edu.ec/wkhuska/publication/using-asymmetric-keys-in-certified-trust-model-for-multiagent,Using asymmetric keys in a certified trust model for multiagent systems.,"multiagent system, Service Provider, Trust Model"
DUQUE CALERO PABLO EDUARDO,http://ucuenca.edu.ec/resource/author/pablo-eduardo-duque-calero,http://ucuenca.edu.ec/wkhuska/publication/an-autochthonous-geological-model-for-the-eastern-andes-of,"An autochthonous geological model for the eastern Andes of Ecuador""@e","Blue quartz, Cordillera Real, Ecuador, Hydrocarbons, Northern Andes, Strain partitioning, Subduction"
Manuel Jesús Vélez Criollo,http://ucuenca.edu.ec/resource/author/manuel-jesús-vélez-criollo,http://ucuenca.edu.ec/wkhuska/publication/drm-20-khz-simulcast-field-trials-in-the-medium-wave-band-in-mexico,DRM 20 kHz Simulcast Field Trials in the Medium Wave Band in Mexico D.F.,"Data Processing, digital radio mondiale, Field Trial, Measurement System, Measurement Technique"
"Astudillo Granda, Hernán",http://ucuenca.edu.ec/resource/author/hernán-astudillo-granda,http://ucuenca.edu.ec/wkhuska/publication/from-models-to-service-oriented-architecture,From i* Models to Service Oriented Architecture Models.,Service Oriented Architecture
Diana Elizabeth Pérez Andrade,http://ucuenca.edu.ec/resource/author/diana-elizabeth-pérez-andrade,http://ucuenca.edu.ec/wkhuska/publication/enhancing-free-text-adaptive-computer-assisted-assessment-system-with-self-assessment,Enhancing a Free-Text Adaptive Computer Assisted Assessment System with Self-Assessment Features.,"Adaptive Computing, Adaptive Hypermedia, Assessment Methods, Blended Learning, Natural Language Processing, web-based applications"
"Umeda, Yasushi",http://ucuenca.edu.ec/resource/author/yasushi-umeda,http://ucuenca.edu.ec/wkhuska/publication/integration-of-functional-and-feature-based-product-modelling-the,Integration of functional and feature-based product modelling the IMS/GNOSIS experience.,"Collaborative Research, Functional Model, Information Flow, Product Family, Product Modelling"
"Solano-Quinde, Lizandro D",http://ucuenca.edu.ec/resource/author/lizandro-d-solano-quinde,http://ucuenca.edu.ec/wkhuska/publication/techniques-for-the-parallelization-of-unstructured-grid-applications-on-multi-gpu,Techniques for the parallelization of unstructured grid applications on multi-GPU systems.,"Data Communication, Data Dependence, Data Transfer, Programming Language, Scientific Application, Unstructured Grid"
"Goethals, Peter L. M",http://ucuenca.edu.ec/resource/author/peter-l-m-goethals,http://ucuenca.edu.ec/wkhuska/publication/alien-macroinvertebrates-in-flanders,"Alien macroinvertebrates in Flanders (Belgium)""@e","Alien invasive species, Crustacea, Distribution, Global Biodiversity Information Facility, Mollusca"
"Lozano Sarango, Manuel Antonio",http://ucuenca.edu.ec/resource/author/manuel-antonio-lozano-sarango,http://ucuenca.edu.ec/wkhuska/publication/memetic-algorithm-based-on-local-search-chains-for-large-scale-continuous-global,MA-SW-Chains: Memetic algorithm based on local search chains for large scale continuous global optimization.,"Benchmark Problem, Continuous Optimization, Evolutionary Computing, Global Optimization, High Dimensionality, Large Scale, Large Scale Optimization, Local Search, memetic algorithm"
"Fernández Morocho, Gary Armando",http://ucuenca.edu.ec/resource/author/gary-armando-fernández-morocho,http://ucuenca.edu.ec/wkhuska/publication/clearcase-supporting-geographically-distributed-software,ClearCase MultiSite: Supporting Geographically-Distributed Software Development.,"Configuration Management, Geographic Distribution, Large Scale, Software Configuration Management, Software Development"
"Iwata, Hiroyuki",http://ucuenca.edu.ec/resource/author/hiroyuki-iwata,http://ucuenca.edu.ec/wkhuska/publication/dft-method-for-rtl-data-paths-based-on-partially-strong-testability-to-guarantee-complete-fault,A DFT Method for RTL Data Paths Based on Partially Strong Testability to Guarantee Complete Fault Efficiency.,"Design for Testability, Register Transfer Level, Test Generation"
"Lozano Sarango, Manuel Antonio",http://ucuenca.edu.ec/resource/author/manuel-antonio-lozano-sarango,http://ucuenca.edu.ec/wkhuska/publication/the-firefighter-application-of-hybrid-ant-colony-optimization,The Firefighter Problem: Application of Hybrid Ant Colony Optimization Algorithms.,"Ant Colony Algorithm, Dynamic Change, Fast Algorithm, Global Optimization, Hybrid Algorithm, Optimization Problem, Vehicle Routing, Vehicle Routing Problem"
"Jácome Valdivieso, Soraya Stephanía",http://ucuenca.edu.ec/resource/author/soraya-stephanía-jácome-valdivieso,http://ucuenca.edu.ec/wkhuska/publication/specific-heat-of-magnetic-and-semiconductor-quasiperiodic,"Specific heat of magnetic and semiconductor quasiperiodic structures""@e","Phonons, Quasicrystals, Spin waves, Thermodynamical properties"
"Mendoza Colimba, Sonia Magdalena",http://ucuenca.edu.ec/resource/author/sonia-magdalena-mendoza-colimba,http://ucuenca.edu.ec/wkhuska/publication/adaptive-distribution-support-for-co-authored-documents-on-the,Adaptive Distribution Support for Co-authored Documents on the Web.,"Web Documents, Web Technology"
"Parra C, Pablo",http://ucuenca.edu.ec/resource/author/pablo-parra-c,http://ucuenca.edu.ec/wkhuska/publication/multi-platform-multi-model-component-based-software-development,MICOBS: multi-platform multi-model component based software development framework.,"Component Based Software Development, Component Based Software Engineering, Component Model, Embedded System, Functional Properties, Model Driven Engineering, Model Integration, Software Component, Use Case"
"Rodríguez Gamboa, Edwin Iván",http://ucuenca.edu.ec/resource/author/edwin-iván-rodríguez-gamboa,http://ucuenca.edu.ec/wkhuska/publication/flexible-framework-for-the-estimation-of-coverage-metrics-in-explicit-state-software-model,A Flexible Framework for the Estimation of Coverage Metrics in Explicit State Software Model Checking.,"Code Coverage, Concurrent Programs, Coverage Analysis, Java Modeling Language, Model Checking, Software Model Checking"
"Carvallo Vega, Juan Pablo",http://ucuenca.edu.ec/resource/author/juan-pablo-carvallo-vega,http://ucuenca.edu.ec/wkhuska/publication/quality-model-based-approach-for-describing-and-evaluating-software,A Quality-Model-Based Approach for Describing and Evaluating Software Packages.,"Business Process, Quality Factor, Quality Model, Quality Requirement, Quality Standard, Software Engineering, Software Package, User Requirements"
Miguel Moscoso Cobos,http://ucuenca.edu.ec/resource/author/miguel-moscoso-cobos,http://ucuenca.edu.ec/wkhuska/publication/passive-imaging-with-cross-correlations-in-discrete-random,Passive imaging with cross correlations in a discrete random medium.,"backpropagation, Cross Correlation, Nondestructive Testing, Numerical Simulation, Random Medium, Structural Health Monitoring, Wireless Sensor Network"
"Dechent, Peter",http://ucuenca.edu.ec/resource/author/peter-dechent,http://ucuenca.edu.ec/wkhuska/publication/gateway-system-in-rostral-evidence-from-biasing-attention-to-perceptual-information-and-internal,A gateway system in rostral PFC? Evidence from biasing attention to perceptual information and internal representations.,"attentional control, Basal Ganglia, Cognitive Control, Control System, Functional Connectivity, Parietal Cortex, Prefrontal Cortex"
"Benavides Pérez, David Andrés",http://ucuenca.edu.ec/resource/author/david-andrés-benavides-pérez,http://ucuenca.edu.ec/wkhuska/publication/automated-analysis-of-feature-challenges,Automated analysis of feature models: challenges ahead.,Feature Modeling
"Díaz Mairongo, Susana Paola",http://ucuenca.edu.ec/resource/author/susana-paola-díaz-mairongo,http://ucuenca.edu.ec/wkhuska/publication/min-transitivity-of-graded-comparisons-for-random,Min-transitivity of graded comparisons for random variables.,"Fuzzy Relation, Random Variable, Stochastic Dominance"
"Díaz Contreras, Jessica",http://ucuenca.edu.ec/resource/author/jessica-díaz-contreras,http://ucuenca.edu.ec/wkhuska/publication/software-product-line-engineering-approach-for-enhancing-agile,Software Product Line Engineering Approach for Enhancing Agile Methodologies.,"Agile Methodologies, Case Study, Product Line, Software Product Line"
Maria Punín,http://ucuenca.edu.ec/resource/author/maria-punín,http://ucuenca.edu.ec/wkhuska/publication/journalism-in-the-audiencia-of-six-lighted-in-the-history-of-journalism-in,"Journalism in the Audiencia of Quito: Six lighted in the history of journalism in Ecuador""@e","Ecuador, History media, Journalism, Newspapers"
"Sánchez Romero, Hugo",http://ucuenca.edu.ec/resource/author/hugo-sánchez-romero,http://ucuenca.edu.ec/wkhuska/publication/application-of-the-10-item-cervantes-scale-among-mid-aged-ecuadorian-women-for-the-assessment-of-menopausal,"Application of the 10-item Cervantes Scale among mid-aged Ecuadorian women for the assessment of menopausal symptoms""@e","10-item Cervantes Scale, Ecuadorian women, Menopausal symptoms, Mid-age, Quality of life"
"Padilla, Miguel",http://ucuenca.edu.ec/resource/author/miguel-padilla,http://ucuenca.edu.ec/wkhuska/publication/deformable-model-of-the-prostate-for-turp-surgery,Deformable model of the prostate for TURP surgery simulation.,"Computer Model, Computer Simulation, Deformable Model, Minimal Invasive Surgery, Model Simulation, Real Time, Surgery Simulation, Surgical Procedure, Three Dimensional, Ultrasound Imaging"
Manuel Jesús Vélez Criollo,http://ucuenca.edu.ec/resource/author/manuel-jesús-vélez-criollo,http://ucuenca.edu.ec/wkhuska/publication/location-variability-of-the-field-strength-local-median-values-in-the-medium-wave,Location Variability of the Field Strength Local Median Values in the Medium Wave Band.,"Channel Model, Estimation Algorithm, Indexing Terms, Prediction Method, Wave Propagation"
"Flores Pozo, Samuel Marcelino",http://ucuenca.edu.ec/resource/author/samuel-marcelino-flores-pozo,http://ucuenca.edu.ec/wkhuska/publication/the-database-of-macromolecular-new-features-added-at-the-decade,The Database of Macromolecular Motions: new features added at the decade mark.,"Active Site, Development Tool, Gene Ontology"
"Guardiola, Jorge",http://ucuenca.edu.ec/resource/author/jorge-guardiola,http://ucuenca.edu.ec/wkhuska/publication/gender-differences-in-e-learning,Gender differences in e-learning satisfaction.,"Evaluation Methodology, Gender Difference, Satisfiability"
"Abad, Cristina",http://ucuenca.edu.ec/resource/author/cristina-abad,http://ucuenca.edu.ec/wkhuska/publication/metadata-traces-and-workload-models-for-evaluating-big-storage,Metadata Traces and Workload Models for Evaluating Big Storage Systems.,Storage System
"Jimenez López, Xavier Santiago",http://ucuenca.edu.ec/resource/author/xavier-santiago-jimenez-lópez,http://ucuenca.edu.ec/wkhuska/publication/software-controlled-cell-bit-density-to-improve-nand-flash,Software controlled cell bit-density to improve NAND flash lifetime.,"Flash Translation Layer, Nand Flash Memory, Performance Improvement"
Luis Fabián Martínez López,http://ucuenca.edu.ec/resource/author/luis-fabián-martínez-lópez,http://ucuenca.edu.ec/wkhuska/publication/improving-the-effectiveness-of-knowledge-based-recommender-systems-using-incomplete-linguistic-preference,Improving the Effectiveness of Knowledge Based Recommender Systems Using Incomplete Linguistic Preference Relations.,"Knowledge Base, recommender system"
"Saquicela, Victor",http://ucuenca.edu.ec/resource/author/víctor-hugo-saquicela-galarza,http://ucuenca.edu.ec/wkhuska/publication/lightweight-semantic-annotation-of-geospatial-restful,Lightweight Semantic Annotation of Geospatial RESTful Services.,"Domain Ontology, Semantic Annotation"
